Kode,Nama,Kota
72.08.14,TAOPA,KAB. PARIGI MOUTONG
72.08.15,BALINGGI,KAB. PARIGI MOUTONG
72.08.16,PARIGI BARAT,KAB. PARIGI MOUTONG
72.08.17,SINIU,KAB. PARIGI MOUTONG
72.08.18,PALASA,KAB. PARIGI MOUTONG
72.08.19,PARIGI UTARA,KAB. PARIGI MOUTONG
72.08.20,PARIGI TENGAH,KAB. PARIGI MOUTONG
72.08.21,BOLANO,KAB. PARIGI MOUTONG
72.08.22,ONGKA MALINO,KAB. PARIGI MOUTONG
72.08.23,SIDOAN,KAB. PARIGI MOUTONG
72.09.01,UNA UNA,KAB. TOJO UNA UNA
72.09.02,TOGEAN,KAB. TOJO UNA UNA
72.09.03,WALEA KEPULAUAN,KAB. TOJO UNA UNA
72.09.04,AMPANA TETE,KAB. TOJO UNA UNA
72.09.05,AMPANA KOTA,KAB. TOJO UNA UNA
72.09.06,ULUBONGKA,KAB. TOJO UNA UNA
72.09.07,TOJO BARAT,KAB. TOJO UNA UNA
72.09.08,TOJO,KAB. TOJO UNA UNA
72.09.09,WALEA BESAR,KAB. TOJO UNA UNA
72.09.10,RATOLINDO,KAB. TOJO UNA UNA
72.09.11,BATUDAKA,KAB. TOJO UNA UNA
72.09.12,TALATAKO,KAB. TOJO UNA UNA
72.10.01,SIGI BIROMARU,KAB. SIGI
72.10.02,PALOLO,KAB. SIGI
72.10.03,NOKILALAKI,KAB. SIGI
72.10.04,LINDU,KAB. SIGI
72.10.05,KULAWI,KAB. SIGI
72.10.06,KULAWI SELATAN,KAB. SIGI
72.10.07,PIPIKORO,KAB. SIGI
72.10.08,GUMBASA,KAB. SIGI
72.10.09,DOLO SELATAN,KAB. SIGI
72.10.10,TANAMBULAVA,KAB. SIGI
72.10.11,DOLO BARAT,KAB. SIGI
72.10.12,DOLO,KAB. SIGI
72.10.13,KINOVARO,KAB. SIGI
72.10.14,MARAWOLA,KAB. SIGI
72.10.15,MARAWOLA BARAT,KAB. SIGI
72.11.01,BANGGAI,KAB. BANGGAI LAUT
72.11.02,BANGGAI UTARA,KAB. BANGGAI LAUT
72.11.03,BOKAN KEPULAUAN,KAB. BANGGAI LAUT
72.11.04,BANGKURUNG,KAB. BANGGAI LAUT
72.11.05,LABOBO,KAB. BANGGAI LAUT
72.11.06,BANGGAI SELATAN,KAB. BANGGAI LAUT
72.11.07,BANGGAI TENGAH,KAB. BANGGAI LAUT
72.12.01,PETASIA,KAB. MOROWALI UTARA
72.12.02,PETASIA TIMUR,KAB. MOROWALI UTARA
72.12.03,LEMBO RAYA,KAB. MOROWALI UTARA
72.12.04,LEMBO,KAB. MOROWALI UTARA
72.12.05,MORI ATAS,KAB. MOROWALI UTARA
72.12.06,MORI UTARA,KAB. MOROWALI UTARA
72.12.07,SOYO JAYA,KAB. MOROWALI UTARA
72.12.08,BUNGKU UTARA,KAB. MOROWALI UTARA
72.12.09,MAMOSALATO,KAB. MOROWALI UTARA
72.12.10,PETASIA BARAT,KAB. MOROWALI UTARA
72.71.01,PALU TIMUR,KOTA PALU
72.71.02,PALU BARAT,KOTA PALU
72.71.03,PALU SELATAN,KOTA PALU
72.71.04,PALU UTARA,KOTA PALU
72.71.05,ULUJADI,KOTA PALU
72.71.06,TATANGA,KOTA PALU
72.71.07,TAWAELI,KOTA PALU
72.71.08,MANTIKULORE,KOTA PALU
73.01.01,BENTENG,KAB. KEPULAUAN SELAYAR
73.01.02,BONTOHARU,KAB. KEPULAUAN SELAYAR
73.01.03,BONTOMATENE,KAB. KEPULAUAN SELAYAR
73.01.04,BONTOMANAI,KAB. KEPULAUAN SELAYAR
73.01.05,BONTOSIKUYU,KAB. KEPULAUAN SELAYAR
73.01.06,PASIMASUNGGU,KAB. KEPULAUAN SELAYAR
73.01.07,PASIMARANNU,KAB. KEPULAUAN SELAYAR
73.01.08,TAKA BONERATE,KAB. KEPULAUAN SELAYAR
73.01.09,PASILAMBENA,KAB. KEPULAUAN SELAYAR
73.01.10,PASIMASUNGGU TIMUR,KAB. KEPULAUAN SELAYAR
73.01.11,BUKI,KAB. KEPULAUAN SELAYAR
73.02.01,GANTARANG,KAB. BULUKUMBA
73.02.02,UJUNG BULU,KAB. BULUKUMBA
73.02.03,BONTO BAHARI,KAB. BULUKUMBA
73.02.04,BONTOTIRO,KAB. BULUKUMBA
73.02.05,HERLANG,KAB. BULUKUMBA
73.02.06,KAJANG,KAB. BULUKUMBA
73.02.07,BULUKUMPA,KAB. BULUKUMBA
73.02.08,KINDANG,KAB. BULUKUMBA
73.02.09,UJUNG LOE,KAB. BULUKUMBA
73.02.10,RILAU ALE,KAB. BULUKUMBA
73.03.01,BISSAPPU,KAB. BANTAENG
73.03.02,BANTAENG,KAB. BANTAENG
73.03.03,EREMERASA,KAB. BANTAENG
73.03.04,TOMPO BULU,KAB. BANTAENG
73.03.05,PAJUKUKANG,KAB. BANTAENG
73.03.06,ULUERE,KAB. BANTAENG
73.03.07,GANTARANG KEKE,KAB. BANTAENG
73.03.08,SINOA,KAB. BANTAENG
73.04.01,BANGKALA,KAB. JENEPONTO
73.04.02,TAMALATEA,KAB. JENEPONTO
73.04.03,BINAMU,KAB. JENEPONTO
73.04.04,BATANG,KAB. JENEPONTO
73.04.05,KELARA,KAB. JENEPONTO
73.04.06,BANGKALA BARAT,KAB. JENEPONTO
73.04.07,BONTORAMBA,KAB. JENEPONTO
73.04.08,TURATEA,KAB. JENEPONTO
73.04.09,ARUNGKEKE,KAB. JENEPONTO
73.04.10,RUMBIA,KAB. JENEPONTO
73.04.11,TAROWANG,KAB. JENEPONTO
73.05.01,MAPPAKASUNGGU,KAB. TAKALAR
73.05.02,MANGARABOMBANG,KAB. TAKALAR
73.05.03,POLOMBANGKENG SELATAN,KAB. TAKALAR
73.05.04,POLOMBANGKENG UTARA,KAB. TAKALAR
73.05.05,GALESONG SELATAN,KAB. TAKALAR
73.05.06,GALESONG UTARA,KAB. TAKALAR
73.05.07,PATTALLASSANG,KAB. TAKALAR
73.05.08,SANROBONE,KAB. TAKALAR
73.05.09,GALESONG,KAB. TAKALAR
73.05.10,KEPULAUAN TANAKEKE,KAB. TAKALAR
73.05.11,POLONGBANGKENG TIMUR,KAB. TAKALAR
73.05.12,LAIKANG,KAB. TAKALAR
73.06.01,BONTONOMPO,KAB. GOWA
73.06.02,BAJENG,KAB. GOWA
73.06.03,TOMPOBULU,KAB. GOWA
73.06.04,TINGGIMONCONG,KAB. GOWA
73.06.05,PARANGLOE,KAB. GOWA
73.06.06,BONTOMARANNU,KAB. GOWA
73.06.07,PALLANGGA,KAB. GOWA
73.06.08,SOMBA UPU,KAB. GOWA
73.06.09,BUNGAYA,KAB. GOWA
73.06.10,TOMBOLO PAO,KAB. GOWA
73.06.11,BIRINGBULU,KAB. GOWA
73.06.12,BAROMBONG,KAB. GOWA
73.06.13,PATTALLASSANG,KAB. GOWA
73.06.14,MANUJU,KAB. GOWA
73.06.15,BONTOLEMPANGANG,KAB. GOWA
73.06.16,BONTONOMPO SELATAN,KAB. GOWA
73.06.17,PARIGI,KAB. GOWA
73.06.18,BAJENG BARAT,KAB. GOWA
73.07.01,SINJAI BARAT,KAB. SINJAI
73.07.02,SINJAI SELATAN,KAB. SINJAI
73.07.03,SINJAI TIMUR,KAB. SINJAI
73.07.04,SINJAI TENGAH,KAB. SINJAI
73.07.05,SINJAI UTARA,KAB. SINJAI
73.07.06,BULUPODDO,KAB. SINJAI
73.07.07,SINJAI BORONG,KAB. SINJAI
73.07.08,TELLU LIMPOE,KAB. SINJAI
73.07.09,PULAU SEMBILAN,KAB. SINJAI
73.08.01,BONTOCANI,KAB. BONE
73.08.02,KAHU,KAB. BONE
73.08.03,KAJUARA,KAB. BONE
73.08.04,SALOMEKKO,KAB. BONE
73.08.05,TONRA,KAB. BONE
73.08.06,LIBURENG,KAB. BONE
73.08.07,MARE,KAB. BONE
73.08.08,SIBULUE,KAB. BONE
73.08.09,BAREBBO,KAB. BONE
73.08.10,CINA,KAB. BONE
73.08.11,PONRE,KAB. BONE
73.08.12,LAPPARIAJA,KAB. BONE
73.08.13,LAMURU,KAB. BONE
73.08.14,ULAWENG,KAB. BONE
73.08.15,PALAKKA,KAB. BONE
73.08.16,AWANGPONE,KAB. BONE
73.08.17,TELLU SIATTINGE,KAB. BONE
73.08.18,AJANGALE,KAB. BONE
73.08.19,DUA BOCCOE,KAB. BONE
73.08.20,CENRANA,KAB. BONE
73.08.21,TANETE RIATTANG,KAB. BONE
73.08.22,TANETE RIATTANG BARAT,KAB. BONE
73.08.23,TANETE RIATTANG TIMUR,KAB. BONE
73.08.24,AMALI,KAB. BONE
73.08.25,TELLULIMPOE,KAB. BONE
73.08.26,BENGO,KAB. BONE
73.08.27,PATIMPENG,KAB. BONE
73.09.01,MANDAI,KAB. MAROS
73.09.02,CAMBA,KAB. MAROS
73.09.03,BANTIMURUNG,KAB. MAROS
73.09.04,MAROS BARU,KAB. MAROS
73.09.05,BONTOA,KAB. MAROS
73.09.06,MALLAWA,KAB. MAROS
73.09.07,TANRALILI,KAB. MAROS
73.09.08,MARUSU,KAB. MAROS
73.09.09,SIMBANG,KAB. MAROS
73.09.10,CENRANA,KAB. MAROS
73.09.11,TOMPOBULU,KAB. MAROS
73.09.12,LAU,KAB. MAROS
73.09.13,MONCONGLOE,KAB. MAROS
73.09.14,TURIKALE,KAB. MAROS
73.10.01,LIUKANG TANGAYA,KAB. PANGKAJENE KEPULAUAN
73.10.02,LIUKANG KALMAS,KAB. PANGKAJENE KEPULAUAN
73.10.03,LIUKANG TUPABBIRING,KAB. PANGKAJENE KEPULAUAN
73.10.04,PANGKAJENE,KAB. PANGKAJENE KEPULAUAN
73.10.05,BALOCCI,KAB. PANGKAJENE KEPULAUAN
73.10.06,BUNGORO,KAB. PANGKAJENE KEPULAUAN
73.10.07,LABAKKANG,KAB. PANGKAJENE KEPULAUAN
73.10.08,MARANG,KAB. PANGKAJENE KEPULAUAN
73.10.09,SEGERI,KAB. PANGKAJENE KEPULAUAN
73.10.10,MINASA TENE,KAB. PANGKAJENE KEPULAUAN
73.10.11,MANDALLE,KAB. PANGKAJENE KEPULAUAN
73.10.12,TONDONG TALLASA,KAB. PANGKAJENE KEPULAUAN
73.10.13,LIUKANG TUPABBIRING UTARA,KAB. PANGKAJENE KEPULAUAN
73.11.01,TANETE RIAJA,KAB. BARRU
73.11.02,TANETE RILAU,KAB. BARRU
73.11.03,BARRU,KAB. BARRU
73.11.04,SOPPENG RIAJA,KAB. BARRU
73.11.05,MALLUSETASI,KAB. BARRU
73.11.06,PUJANANTING,KAB. BARRU
73.11.07,BALUSU,KAB. BARRU
73.12.01,MARIORIWAWO,KAB. SOPPENG
73.12.02,LILIRAJA,KAB. SOPPENG
73.12.03,LILIRILAU,KAB. SOPPENG
73.12.04,LALABATA,KAB. SOPPENG
73.12.05,MARIORIAWA,KAB. SOPPENG
73.12.06,DONRI DONRI,KAB. SOPPENG
73.12.07,GANRA,KAB. SOPPENG
73.12.08,CITTA,KAB. SOPPENG
73.13.01,SABANGPARU,KAB. WAJO
73.13.02,PAMMANA,KAB. WAJO
73.13.03,TAKKALALLA,KAB. WAJO
73.13.04,SAJOANGING,KAB. WAJO
73.13.05,MAJAULENG,KAB. WAJO
73.13.06,TEMPE,KAB. WAJO
73.13.07,BELAWA,KAB. WAJO
73.13.08,TANASITOLO,KAB. WAJO
73.13.09,MANIANGPAJO,KAB. WAJO
73.13.10,PITUMPANUA,KAB. WAJO
73.13.11,BOLA,KAB. WAJO
73.13.12,PENRANG,KAB. WAJO
73.13.13,GILIRENG,KAB. WAJO
73.13.14,KEERA,KAB. WAJO
73.14.01,PANCA LAUTANG,KAB. SIDENRENG RAPPANG
73.14.02,TELLU LIMPOE,KAB. SIDENRENG RAPPANG
73.14.03,WATANG PULU,KAB. SIDENRENG RAPPANG
73.14.04,BARANTI,KAB. SIDENRENG RAPPANG
73.14.05,PANCA RIJANG,KAB. SIDENRENG RAPPANG
73.14.06,KULO,KAB. SIDENRENG RAPPANG
73.14.07,MARITENGNGAE,KAB. SIDENRENG RAPPANG
73.14.08,WATANG SIDENRENG,KAB. SIDENRENG RAPPANG
73.14.09,DUA PITUE,KAB. SIDENRENG RAPPANG
73.14.10,PITU RIAWA,KAB. SIDENRENG RAPPANG
73.14.11,PITU RIASE,KAB. SIDENRENG RAPPANG
73.15.01,MATIRRO SOMPE,KAB. PINRANG
73.15.02,SUPPA,KAB. PINRANG
73.15.03,MATTIRO BULU,KAB. PINRANG
73.15.04,WATANG SAWITO,KAB. PINRANG
73.15.05,PATAMPANUA,KAB. PINRANG
73.15.06,DUAMPANUA,KAB. PINRANG
73.15.07,LEMBANG,KAB. PINRANG
73.15.08,CEMPA,KAB. PINRANG
73.15.09,TIROANG,KAB. PINRANG
73.15.10,LANRISANG,KAB. PINRANG
73.15.11,PALETEANG,KAB. PINRANG
73.15.12,BATULAPPA,KAB. PINRANG
73.16.01,MAIWA,KAB. ENREKANG
73.16.02,ENREKANG,KAB. ENREKANG
73.16.03,BARAKA,KAB. ENREKANG
73.16.04,ANGGERAJA,KAB. ENREKANG
73.16.05,ALLA,KAB. ENREKANG
73.16.06,BUNGIN,KAB. ENREKANG
73.16.07,CENDANA,KAB. ENREKANG
73.16.08,CURIO,KAB. ENREKANG
73.16.09,MALUA,KAB. ENREKANG
73.16.10,BUNTU BATU,KAB. ENREKANG
73.16.11,MASALLE,KAB. ENREKANG
73.16.12,BAROKO,KAB. ENREKANG
73.17.01,BASSE SANGTEMPE,KAB. LUWU
73.17.02,LAROMPONG,KAB. LUWU
73.17.03,SULI,KAB. LUWU
73.17.04,BAJO,KAB. LUWU
73.17.05,BUA PONRANG,KAB. LUWU
73.17.06,WALENRANG,KAB. LUWU
73.17.07,BELOPA,KAB. LUWU
73.17.08,BUA,KAB. LUWU
73.17.09,LAMASI,KAB. LUWU
73.17.10,LAROMPONG SELATAN,KAB. LUWU
73.17.11,PONRANG,KAB. LUWU
73.17.12,LATIMOJONG,KAB. LUWU
73.17.13,KAMANRE,KAB. LUWU
73.17.14,BELOPA UTARA,KAB. LUWU
73.17.15,WALENRANG BARAT,KAB. LUWU
73.17.16,WALENRANG UTARA,KAB. LUWU
73.17.17,WALENRANG TIMUR,KAB. LUWU
73.17.18,LAMASI TIMUR,KAB. LUWU
73.17.19,SULI BARAT,KAB. LUWU
73.17.20,BAJO BARAT,KAB. LUWU
73.17.21,PONRANG SELATAN,KAB. LUWU
73.17.22,BASSE SANGTEMPE UTARA,KAB. LUWU
73.18.01,SALUPUTI,KAB. TANA TORAJA
73.18.02,BITTUANG,KAB. TANA TORAJA
73.18.03,BONGGAKARADENG,KAB. TANA TORAJA
73.18.05,MAKALE,KAB. TANA TORAJA
73.18.09,SIMBUANG,KAB. TANA TORAJA
73.18.11,RANTETAYO,KAB. TANA TORAJA
73.18.12,MENGKENDEK,KAB. TANA TORAJA
73.18.13,SANGALLA,KAB. TANA TORAJA
73.18.19,GANDANGBATU SILLANAN,KAB. TANA TORAJA
73.18.20,REMBON,KAB. TANA TORAJA
73.18.27,MAKALE UTARA,KAB. TANA TORAJA
73.18.28,MAPPAK,KAB. TANA TORAJA
73.18.29,MAKALE SELATAN,KAB. TANA TORAJA
73.18.31,MASANDA,KAB. TANA TORAJA
73.18.33,SANGALLA SELATAN,KAB. TANA TORAJA
73.18.34,SANGALLA UTARA,KAB. TANA TORAJA
73.18.35,MALIMBONG BALEPE,KAB. TANA TORAJA
73.18.37,RANO,KAB. TANA TORAJA
73.18.38,KURRA,KAB. TANA TORAJA
73.22.01,MALANGKE,KAB. LUWU UTARA
73.22.02,BONE BONE,KAB. LUWU UTARA
73.22.03,MASAMBA,KAB. LUWU UTARA
73.22.04,SABBANG,KAB. LUWU UTARA
73.22.05,LIMBONG,KAB. LUWU UTARA
73.22.06,SUKAMAJU,KAB. LUWU UTARA
73.22.07,SEKO,KAB. LUWU UTARA
73.22.08,MALANGKE BARAT,KAB. LUWU UTARA
73.22.09,RAMPI,KAB. LUWU UTARA
73.22.10,MAPPEDECENG,KAB. LUWU UTARA
73.22.11,BAEBUNTA,KAB. LUWU UTARA
73.22.12,TANA LILI,KAB. LUWU UTARA
73.22.13,SUKAMAJU SELATAN,KAB. LUWU UTARA
73.22.14,BAEBUNTA SELATAN,KAB. LUWU UTARA
73.22.15,SABBANG SELATAN,KAB. LUWU UTARA
73.24.01,MANGKUTANA,KAB. LUWU TIMUR
73.24.02,NUHA,KAB. LUWU TIMUR
73.24.03,TOWUTI,KAB. LUWU TIMUR
73.24.04,MALILI,KAB. LUWU TIMUR
73.24.05,ANGKONA,KAB. LUWU TIMUR
73.24.06,WOTU,KAB. LUWU TIMUR
73.24.07,BURAU,KAB. LUWU TIMUR
73.24.08,TOMONI,KAB. LUWU TIMUR
73.24.09,TOMONI TIMUR,KAB. LUWU TIMUR
73.24.10,KALAENA,KAB. LUWU TIMUR
73.24.11,WASUPONDA,KAB. LUWU TIMUR
73.26.01,RANTEPAO,KAB. TORAJA UTARA
73.26.02,SESEAN,KAB. TORAJA UTARA
73.26.03,NANGGALA,KAB. TORAJA UTARA
73.26.04,RINDINGALLO,KAB. TORAJA UTARA
73.26.05,BUNTAO,KAB. TORAJA UTARA
73.26.06,SADAN,KAB. TORAJA UTARA
73.26.07,SANGGALANGI,KAB. TORAJA UTARA
73.26.08,SOPAI,KAB. TORAJA UTARA
73.26.09,TIKALA,KAB. TORAJA UTARA
73.26.10,BALUSU,KAB. TORAJA UTARA
73.26.11,TALLUNGLIPU,KAB. TORAJA UTARA
73.26.12,DENDE PIONGAN NAPO,KAB. TORAJA UTARA
73.26.13,BUNTU PEPASAN,KAB. TORAJA UTARA
73.26.14,BARUPPU,KAB. TORAJA UTARA
73.26.15,KESU,KAB. TORAJA UTARA
73.26.16,TONDON,KAB. TORAJA UTARA
73.26.17,BANGKELEKILA,KAB. TORAJA UTARA
73.26.18,RANTEBUA,KAB. TORAJA UTARA
73.26.19,SESEAN SULOARA,KAB. TORAJA UTARA
73.26.20,KAPALA PITU,KAB. TORAJA UTARA
73.26.21,AWAN RANTE KARUA,KAB. TORAJA UTARA
73.71.01,MARISO,KOTA MAKASSAR
73.71.02,MAMAJANG,KOTA MAKASSAR
73.71.03,MAKASSAR,KOTA MAKASSAR
73.71.04,UJUNG PANDANG,KOTA MAKASSAR
73.71.05,WAJO,KOTA MAKASSAR
73.71.06,BONTOALA,KOTA MAKASSAR
73.71.07,TALLO,KOTA MAKASSAR
73.71.08,UJUNG TANAH,KOTA MAKASSAR
73.71.09,PANAKKUKANG,KOTA MAKASSAR
73.71.10,TAMALATE,KOTA MAKASSAR
73.71.11,BIRINGKANAYA,KOTA MAKASSAR
73.71.12,MANGGALA,KOTA MAKASSAR
73.71.13,RAPPOCINI,KOTA MAKASSAR
73.71.14,TAMALANREA,KOTA MAKASSAR
73.71.15,KEPULAUAN SANGKARRANG,KOTA MAKASSAR
73.72.01,BACUKIKI,KOTA PARE PARE
73.72.02,UJUNG,KOTA PARE PARE
73.72.03,SOREANG,KOTA PARE PARE
73.72.04,BACUKIKI BARAT,KOTA PARE PARE
73.73.01,WARA,KOTA PALOPO
73.73.02,WARA UTARA,KOTA PALOPO
73.73.03,WARA SELATAN,KOTA PALOPO
73.73.04,TELLUWANUA,KOTA PALOPO
73.73.05,WARA TIMUR,KOTA PALOPO
73.73.06,WARA BARAT,KOTA PALOPO
73.73.07,SENDANA,KOTA PALOPO
73.73.08,MUNGKAJANG,KOTA PALOPO
73.73.09,BARA,KOTA PALOPO
74.01.01,WUNDULAKO,KAB. KOLAKA
74.01.04,KOLAKA,KAB. KOLAKA
74.01.07,POMALAA,KAB. KOLAKA
74.01.08,WATUBANGGA,KAB. KOLAKA
74.01.10,WOLO,KAB. KOLAKA
74.01.12,BAULA,KAB. KOLAKA
74.01.14,LATAMBAGA,KAB. KOLAKA
74.01.18,TANGGETADA,KAB. KOLAKA
74.01.20,SAMATURU,KAB. KOLAKA
74.01.24,TOARI,KAB. KOLAKA
74.01.25,POLINGGONA,KAB. KOLAKA
74.01.27,IWOIMENDAA,KAB. KOLAKA
74.02.01,LAMBUYA,KAB. KONAWE
74.02.02,UNAAHA,KAB. KONAWE
74.02.03,WAWOTOBI,KAB. KONAWE
74.02.04,PONDIDAHA,KAB. KONAWE
74.02.05,SAMPARA,KAB. KONAWE
74.02.10,ABUKI,KAB. KONAWE
74.02.11,SOROPIA,KAB. KONAWE
74.02.15,TONGAUNA,KAB. KONAWE
74.02.16,LATOMA,KAB. KONAWE
74.02.17,PURIALA,KAB. KONAWE
74.02.18,UEPAI,KAB. KONAWE
74.02.19,WONGGEDUKU,KAB. KONAWE
74.02.20,BESULUTU,KAB. KONAWE
74.02.21,BONDOALA,KAB. KONAWE
74.02.23,ROUTA,KAB. KONAWE
74.02.24,ANGGABERI,KAB. KONAWE
74.02.25,MELUHU,KAB. KONAWE
74.02.28,AMONGGEDO,KAB. KONAWE
74.02.31,ASINUA,KAB. KONAWE
74.02.32,KONAWE,KAB. KONAWE
74.02.33,KAPOIALA,KAB. KONAWE
74.02.36,LALONGGASUMEETO,KAB. KONAWE
74.02.37,ONEMBUTE,KAB. KONAWE
74.02.38,PADANGGUNI,KAB. KONAWE
74.02.39,MOROSI,KAB. KONAWE
74.02.40,ANGGALOMOARE,KAB. KONAWE
74.02.41,WONGGEDUKU BARAT,KAB. KONAWE
74.02.42,TONGAUNA UTARA,KAB. KONAWE
74.03.06,NAPABALANO,KAB. MUNA
74.03.07,MALIGANO,KAB. MUNA
74.03.13,WAKORUMBA SELATAN,KAB. MUNA
74.03.14,LASALEPA,KAB. MUNA
74.03.15,BATALAIWARU,KAB. MUNA
74.03.16,KATOBU,KAB. MUNA
74.03.17,DURUKA,KAB. MUNA
74.03.18,LOHIA,KAB. MUNA
74.03.19,WATOPUTE,KAB. MUNA
74.03.20,KONTUNAGA,KAB. MUNA
74.03.23,KABANGKA,KAB. MUNA
74.03.24,KABAWO,KAB. MUNA
74.03.25,PARIGI,KAB. MUNA
74.03.26,BONE,KAB. MUNA
74.03.27,TONGKUNO,KAB. MUNA
74.03.28,PASIR PUTIH,KAB. MUNA
74.03.30,KONTU KOWUNA,KAB. MUNA
74.03.31,MAROBO,KAB. MUNA
74.03.32,TONGKUNO SELATAN,KAB. MUNA
74.03.33,PASI KOLAGA,KAB. MUNA
74.03.34,BATUKARA,KAB. MUNA
74.03.37,TOWEA,KAB. MUNA
74.04.11,PASARWAJO,KAB. BUTON
74.04.22,KAPONTORI,KAB. BUTON
74.04.23,LASALIMU,KAB. BUTON
74.04.24,LASALIMU SELATAN,KAB. BUTON
74.04.27,SIONTAPINA,KAB. BUTON
74.04.28,WOLOWA,KAB. BUTON
74.04.29,WABULA,KAB. BUTON
74.05.01,TINANGGEA,KAB. KONAWE SELATAN
74.05.02,ANGATA,KAB. KONAWE SELATAN
74.05.03,ANDOOLO,KAB. KONAWE SELATAN
74.05.04,PALANGGA,KAB. KONAWE SELATAN
74.05.05,LANDONO,KAB. KONAWE SELATAN
74.05.06,LAINEA,KAB. KONAWE SELATAN
74.05.07,KONDA,KAB. KONAWE SELATAN
74.05.08,RANOMEETO,KAB. KONAWE SELATAN
74.05.09,KOLONO,KAB. KONAWE SELATAN
74.05.10,MORAMO,KAB. KONAWE SELATAN
74.05.11,LAONTI,KAB. KONAWE SELATAN
74.05.12,LALEMBUU,KAB. KONAWE SELATAN
74.05.13,BENUA,KAB. KONAWE SELATAN
74.05.14,PALANGGA SELATAN,KAB. KONAWE SELATAN
74.05.15,MOWILA,KAB. KONAWE SELATAN
74.05.16,MORAMO UTARA,KAB. KONAWE SELATAN
74.05.17,BUKE,KAB. KONAWE SELATAN
74.05.18,WOLASI,KAB. KONAWE SELATAN
74.05.19,LAEYA,KAB. KONAWE SELATAN
74.05.20,BAITO,KAB. KONAWE SELATAN
74.05.21,BASALA,KAB. KONAWE SELATAN
74.05.22,RANOMEETO BARAT,KAB. KONAWE SELATAN
74.05.23,KOLONO TIMUR,KAB. KONAWE SELATAN
74.05.24,SABULAKOA,KAB. KONAWE SELATAN
74.05.25,ANDOOLO BARAT,KAB. KONAWE SELATAN
74.06.01,POLEANG,KAB. BOMBANA
74.06.02,POLEANG TIMUR,KAB. BOMBANA
74.06.03,RAROWATU,KAB. BOMBANA
74.06.04,RUMBIA,KAB. BOMBANA
74.06.05,KABAENA,KAB. BOMBANA
74.06.06,KABAENA TIMUR,KAB. BOMBANA
74.06.07,POLEANG BARAT,KAB. BOMBANA
74.06.08,MATA OLEO,KAB. BOMBANA
74.06.09,RAROWATU UTARA,KAB. BOMBANA
74.06.10,POLEANG UTARA,KAB. BOMBANA
74.06.11,POLEANG SELATAN,KAB. BOMBANA
74.06.12,POLEANG TENGGARA,KAB. BOMBANA
74.06.13,KABAENA SELATAN,KAB. BOMBANA
74.06.14,KABAENA BARAT,KAB. BOMBANA
74.06.15,KABAENA UTARA,KAB. BOMBANA
74.06.16,KABAENA TENGAH,KAB. BOMBANA
74.06.17,KEP. MASALOKA RAYA,KAB. BOMBANA
74.06.18,RUMBIA TENGAH,KAB. BOMBANA
74.06.19,POLEANG TENGAH,KAB. BOMBANA
74.06.20,TONTONUNU,KAB. BOMBANA
74.06.21,LANTARI JAYA,KAB. BOMBANA
74.06.22,MATA USU,KAB. BOMBANA
74.07.01,WANGI-WANGI,KAB. WAKATOBI
74.07.02,KALEDUPA,KAB. WAKATOBI
74.07.03,TOMIA,KAB. WAKATOBI
74.07.04,BINONGKO,KAB. WAKATOBI
74.07.05,WANGI WANGI SELATAN,KAB. WAKATOBI
74.07.06,KALEDUPA SELATAN,KAB. WAKATOBI
74.07.07,TOMIA TIMUR,KAB. WAKATOBI
74.07.08,TOGO BINONGKO,KAB. WAKATOBI
74.08.01,LASUSUA,KAB. KOLAKA UTARA
74.08.02,PAKUE,KAB. KOLAKA UTARA
74.08.03,BATU PUTIH,KAB. KOLAKA UTARA
74.08.04,RANTE ANGIN,KAB. KOLAKA UTARA
74.08.05,KODEOHA,KAB. KOLAKA UTARA
74.08.06,NGAPA,KAB. KOLAKA UTARA
74.08.07,WAWO,KAB. KOLAKA UTARA
74.08.08,LAMBAI,KAB. KOLAKA UTARA
74.08.09,WATUNOHU,KAB. KOLAKA UTARA
74.08.10,PAKUE TENGAH,KAB. KOLAKA UTARA
74.08.11,PAKUE UTARA,KAB. KOLAKA UTARA
74.08.12,POREHU,KAB. KOLAKA UTARA
74.08.13,KATOI,KAB. KOLAKA UTARA
74.08.14,TIWU,KAB. KOLAKA UTARA
74.08.15,TOLALA,KAB. KOLAKA UTARA
74.09.01,ASERA,KAB. KONAWE UTARA
74.09.02,WIWIRANO,KAB. KONAWE UTARA
74.09.03,LANGGIKIMA,KAB. KONAWE UTARA
74.09.04,MOLAWE,KAB. KONAWE UTARA
74.09.05,LASOLO,KAB. KONAWE UTARA
74.09.06,LEMBO,KAB. KONAWE UTARA
74.09.07,SAWA,KAB. KONAWE UTARA
74.09.08,OHEO,KAB. KONAWE UTARA
74.09.09,ANDOWIA,KAB. KONAWE UTARA
74.09.10,MOTUI,KAB. KONAWE UTARA
74.09.11,WAWOLESEA,KAB. KONAWE UTARA
74.09.12,LASOLO KEPULAUAN,KAB. KONAWE UTARA
74.09.13,LANDAWE,KAB. KONAWE UTARA
74.10.01,KULISUSU,KAB. BUTON UTARA
74.10.02,KAMBOWA,KAB. BUTON UTARA
74.10.03,BONEGUNU,KAB. BUTON UTARA
74.10.04,KULISUSU BARAT,KAB. BUTON UTARA
74.10.05,KULISUSU UTARA,KAB. BUTON UTARA
74.10.06,WAKORUMBA UTARA,KAB. BUTON UTARA
